,item,freq,canon_segm,prs,PREF_1_FamSize,PREF_1_Freq,PREF_1_Length,PREF_1_PFMF,ROOT_1_FamSize,ROOT_1_Freq,ROOT_1_Length,ROOT_1_PFMF,SUFF_1_FamSize,SUFF_1_Freq,SUFF_1_Length,SUFF_1_PFMF,n_morphemes
22209,enivrait,1.67,<en<(ivre)>[VB]>,"(1, 1, 1)",218,2094.69,2,39.9082568807339,5,37.65,4,60,1600,25208.9699999999,2,43.625,3
22210,enivrant,1.2,<en<(ivre)>ant/ent>,"(1, 1, 1)",218,2094.69,2,45.4128440366972,5,37.65,4,80,522,3302.43999999999,7,42.3371647509578,3
22217,enjamba,0.71,<en<(jambe)>[VB]>,"(1, 1, 1)",218,2094.69,2,53.6697247706422,4,124.75,5,75,1600,25208.9699999999,2,56.4374999999999,3
22226,enjoignaient,0,<en<(joindre)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,17,174.299999999999,7,94.1176470588235,1600,25208.9699999999,2,91.125,3
22231,enjouement,0.14,<en<(jouer)>ment>,"(1, 1, 1)",218,2094.69,2,72.0183486238532,8,627.449999999999,5,87.5,919,5042.80999999999,4,74.537540805223,3
22247,enlèvement,7.8,<en<(lever)>ment>,"(1, 1, 1)",218,2094.69,2,16.5137614678899,10,432.67,5,40,919,5042.80999999999,4,10.2285092491838,3
22260,enlumineur,0.27,<en<(lumière)>eur>,"(1, 1, 1)",218,2094.69,2,64.6788990825688,6,152.109999999999,7,83.3333333333333,501,2127.06,3,69.061876247505,3
22261,enneigées,0.09,<en<(neige)>[VB]>,"(1, 1, 1)",218,2094.69,2,76.1467889908256,4,46.12,5,75,1600,25208.9699999999,2,75.6875,3
22293,enraciné,0.08,<en<(racine)>[VB]>,"(1, 1, 1)",218,2094.69,2,77.0642201834862,3,12.61,6,33.3333333333333,1600,25208.9699999999,2,75.9375,3
22294,enrage,8.76,<en<(rage)>[VB]>,"(1, 1, 1)",218,2094.69,2,15.137614678899,5,25.75,4,20,1600,25208.9699999999,2,19.625,3
22301,enregistrait,29.97,<en<(registre)>[VB]>,"(1, 1, 1)",218,2094.69,2,6.42201834862385,4,54.59,8,0,1600,25208.9699999999,2,9.1875,3
22305,enregistrement,14.79,<en<(registre)>ment>,"(1, 1, 1)",218,2094.69,2,12.3853211009174,4,54.59,8,25,919,5042.80999999999,4,5.8759521218716,3
22310,enregistreur,1.21,<en<(registre)>eur>,"(1, 1, 1)",218,2094.69,2,44.4954128440367,4,54.59,8,75,501,2127.06,3,44.5109780439121,3
22313,enrhumé,1.56999999999999,<en<(rhume)>[VB]>,"(1, 1, 1)",218,2094.69,2,40.3669724770642,2,9.29,5,50,1600,25208.9699999999,2,44.25,3
22316,enrichi,5.72,<en<(riche)>[VB]>,"(1, 1, 1)",218,2094.69,2,21.1009174311926,5,114.539999999999,5,40,1600,25208.9699999999,2,26,3
22320,enrobait,1.37,<en<(robe)>[VB]>,"(1, 1, 1)",218,2094.69,2,42.6605504587156,2,85.8,4,50,1600,25208.9699999999,2,46.25,3
22322,enrôler,0.84,<en<(rôle)>[VB]>,"(1, 1, 1)",218,2094.69,2,51.3761467889908,2,70.22,4,50,1600,25208.9699999999,2,54.125,3
22323,enroua,0.15,<en<(rou)>[VB]>,"(1, 1, 1)",218,2094.69,2,70.6422018348623,3,2.17999999999999,3,66.6666666666666,1600,25208.9699999999,2,71.9375,3
22325,enroula,3.26,<en<(rouler)>[VB]>,"(1, 1, 1)",218,2094.69,2,27.9816513761467,11,104.34,6,36.3636363636363,1600,25208.9699999999,2,33.375,3
22334,ensablement,0,<en<(sable)>ment>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,4,26.86,5,75,919,5042.80999999999,4,93.4711643090315,3
22349,ensemença,0,<en<(semence)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,3,4.8,7,33.3333333333333,1600,25208.9699999999,2,91.125,3
22359,ensoleilla,2.8,<en<(soleil)>[VB]>,"(1, 1, 1)",218,2094.69,2,29.8165137614678,2,126.13,6,50,1600,25208.9699999999,2,35,3
22363,ensommeillée,0.01,<en<(sommeil)>[VB]>,"(1, 1, 1)",218,2094.69,2,86.2385321100917,10,60.06,7,90,1600,25208.9699999999,2,86.3125,3
22364,ensorcelaient,1.81,<en<(sorcier)>[VB]>,"(1, 1, 1)",218,2094.69,2,36.2385321100917,1,1.81,7,0,1600,25208.9699999999,2,41.5625,3
22379,entassaient,3.69,<en<(tas)>[VB]>,"(1, 1, 1)",218,2094.69,2,26.1467889908256,5,92.98,3,40,1600,25208.9699999999,2,32,3
22384,entassement,0,<en<(tas)>ment>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,5,92.98,3,80,919,5042.80999999999,4,93.4711643090315,3
22420,enterrâmes,63.1699999999999,<en<(terre)>[VB]>,"(1, 1, 1)",218,2094.69,2,2.29357798165137,19,522.31,5,5.26315789473684,1600,25208.9699999999,2,4.875,3
22424,enterrement,27.33,<en<(terre)>ment>,"(1, 1, 1)",218,2094.69,2,7.3394495412844,19,522.31,5,15.7894736842105,919,5042.80999999999,4,3.59085963003264,3
22436,entêtait,0,<en<(tête)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,8,486.88,4,87.5,1600,25208.9699999999,2,91.125,3
22437,entêtant,0.05,<en<(tête)>ant/ent>,"(1, 1, 1)",218,2094.69,2,79.3577981651376,8,486.88,4,75,522,3302.43999999999,7,84.2911877394636,3
22441,entêtement,1.27,<en<(tête)>ment>,"(1, 1, 1)",218,2094.69,2,43.5779816513761,8,486.88,4,37.5,919,5042.80999999999,4,36.3438520130576,3
22448,entonna,1.11,<en<(ton)>[VB]>,"(1, 1, 1)",218,2094.69,2,47.2477064220183,10,65.48,3,50,1600,25208.9699999999,2,49.75,3
22455,entonnoir,0.82,<en<(tonne)>oir>,"(1, 1, 1)",218,2094.69,2,51.8348623853211,4,18.9099999999999,5,25,28,113.06,3,50,3
22458,entoura,24.4,<en<(tour)>[VB]>,"(1, 1, 1)",218,2094.69,2,8.71559633027522,31,1014.31,4,16.1290322580645,1600,25208.9699999999,2,11,3
22459,entourage,3,<en<(tour)>age>,"(1, 1, 1)",218,2094.69,2,28.8990825688073,31,1014.31,4,41.9354838709677,201,707.48,3,21.8905472636815,3
22472,entournures,0.03,<en<(tour)>ure>,"(1, 1, 1)",218,2094.69,2,82.1100917431192,31,1014.31,4,96.7741935483871,122,595.65,3,90.1639344262295,3
22477,entraider,2.48,<entre<(aide)>[VB]>,"(1, 1, 1)",29,18.95,5,6.89655172413793,3,867.02,4,33.3333333333333,1600,25208.9699999999,2,37,3
22518,entrebâillement,0.02,<entre<(bâiller)>ment>,"(1, 1, 1)",29,18.95,5,82.7586206896551,5,2.71,7,80,919,5042.80999999999,4,88.683351468988,3
22521,entrechoquaient,0.15,<entre<(choc)>[VB]>,"(1, 1, 1)",29,18.95,5,44.8275862068965,6,52.77,4,50,1600,25208.9699999999,2,71.9375,3
22526,entrecoupé,0.04,<entre<(couper)>[VB]>,"(1, 1, 1)",29,18.95,5,68.9655172413793,13,616.769999999999,6,84.6153846153846,1600,25208.9699999999,2,79.8125,3
22528,entrecroisaient,0.03,<entre<(croix)>[VB]>,"(1, 1, 1)",29,18.95,5,75.8620689655172,11,979.359999999999,5,63.6363636363636,1600,25208.9699999999,2,81.625,3
22539,entremetteurs,0.25,<entre<(mettre)>eur>,"(1, 1, 1)",29,18.95,5,34.4827586206896,11,1192.07,6,72.7272727272727,501,2127.06,3,70.0598802395209,3
22596,entuber,1.77,<en<(tube)>[VB]>,"(1, 1, 1)",218,2094.69,2,37.6146788990825,5,20.54,4,20,1600,25208.9699999999,2,41.875,3
22597,enturbannées,0,<en<(turban)>[VB]>,"(1, 1, 1)",218,2094.69,2,90.3669724770642,2,0.73,6,50,1600,25208.9699999999,2,91.125,3
22598,énumérait,0.49,<é<(numéro)>[VB]>,"(1, 1, 1)",86,320.17,1,55.813953488372,7,177.68,6,28.5714285714285,1600,25208.9699999999,2,61.625,3
22599,énumération,0.2,<é<(numéro)>ion>,"(1, 1, 1)",86,320.17,1,65.1162790697674,7,177.68,6,42.8571428571428,766,3498.54,3,84.5953002610966,3
22633,enveniment,0.05,<en<(venin)>[VB]>,"(1, 1, 1)",218,2094.69,2,79.3577981651376,3,5.75,5,66.6666666666666,1600,25208.9699999999,2,78.25,3
22655,envisage,14.7,<en<(visage)>[VB]>,"(1, 1, 1)",218,2094.69,2,12.8440366972477,4,157.689999999999,6,25,1600,25208.9699999999,2,15,3
22668,envola,27.81,<en<(vol)>[VB]>,"(1, 1, 1)",218,2094.69,2,6.88073394495412,13,477.53,3,30.7692307692307,1600,25208.9699999999,2,9.75,3
22753,éperdument,1.01,<é<(perdre)>ment>,"(1, 1, 1)",86,320.17,1,38.3720930232558,7,591.38,6,42.8571428571428,919,5042.80999999999,4,41.5669205658324,3
22860,épuration,0.45,<é<(pur)>ion>,"(1, 1, 1)",86,320.17,1,59.3023255813953,10,77.95,3,60,766,3498.54,3,74.9347258485639,3
22894,éradiquer,0.97,<é<(radic)>[VB]>,"(1, 1, 1)",86,320.17,1,39.5348837209302,4,7.98999999999999,5,50,1600,25208.9699999999,2,52.1875,3
22897,éraillée,0.05,<é<(railler)>[VB]>,"(1, 1, 1)",86,320.17,1,81.3953488372093,4,4.7,7,75,1600,25208.9699999999,2,78.25,3
23037,essouffle,1.44,<é<(souffle)>[VB]>,"(1, 1, 1)",86,320.17,1,29.0697674418604,7,58.09,7,28.5714285714285,1600,25208.9699999999,2,45.6875,3
23040,essoufflement,0.16,<é<(souffle)>ment>,"(1, 1, 1)",86,320.17,1,70.9302325581395,7,58.09,7,71.4285714285714,919,5042.80999999999,4,72.7965179542981,3
23130,étendard,0.77,<é<(tendre)>ard>,"(1, 1, 1)",86,320.17,1,45.3488372093023,17,196.97,6,58.8235294117647,52,113.07,3,44.2307692307692,3
23170,étira,3.12,<é<(tir)>[VB]>,"(1, 1, 1)",86,320.17,1,17.4418604651162,9,507.719999999999,3,55.5555555555555,1600,25208.9699999999,2,33.9375,3
23258,étriper,1.42,<é<(trip)>[VB]>,"(1, 1, 1)",86,320.17,1,30.2325581395348,2,5.79,4,50,1600,25208.9699999999,2,45.9375,3
23279,euphémisme,1.11,<eu<(phém)>isme>,"(1, 1, 1)",1,1.11,2,0,1,1.11,4,0,91,100.85,4,31.8681318681318,3
23342,évente,0.09,<é<(vent)>[VB]>,"(1, 1, 1)",86,320.17,1,79.0697674418604,8,87.3899999999999,4,75,1600,25208.9699999999,2,75.625,3
23345,éventré,1.81,<é<(ventre)>[VB]>,"(1, 1, 1)",86,320.17,1,24.4186046511627,6,49.56,6,16.6666666666666,1600,25208.9699999999,2,41.5625,3
23349,éventreur,0.36,<é<(ventre)>eur>,"(1, 1, 1)",86,320.17,1,60.4651162790697,6,49.56,6,33.3333333333333,501,2127.06,3,65.6686626746507,3
23356,évertua,0,<é<(vertu)>[VB]>,"(1, 1, 1)",86,320.17,1,94.1860465116279,3,22.82,5,66.6666666666666,1600,25208.9699999999,2,91.125,3
23358,évidé,0.04,<é<(vide)>[VB]>,"(1, 1, 1)",86,320.17,1,82.5581395348837,4,108.41,4,50,1600,25208.9699999999,2,79.8125,3
23362,éviscère,0.04,<é<(viscères)>[VB]>,"(1, 1, 1)",86,320.17,1,82.5581395348837,2,0.44,8,50,1600,25208.9699999999,2,79.8125,3
23363,éviscérer,0.26,<é<(viscéres)>[VB]>,"(1, 1, 1)",86,320.17,1,63.953488372093,1,0.26,8,0,1600,25208.9699999999,2,67.1875,3
23446,excavateurs,0.02,<ex<(cave)>eur>,"(1, 1, 1)",23,79.38,2,95.6521739130434,4,27.26,4,75,501,2127.06,3,88.0239520958083,3
23453,excentrique,2.58,<ex<(centre)>ique>,"(1, 1, 1)",23,79.38,2,21.7391304347826,9,96.55,6,22.2222222222222,281,852.449999999999,4,25.9786476868327,3
23484,exclamation,1.27,<ex<(clamer)>ion>,"(1, 1, 1)",23,79.38,2,43.4782608695652,12,34.87,6,33.3333333333333,766,3498.54,3,53.2637075718015,3
23498,excroissance,0.24,<ex<(croître)>nce>,"(1, 1, 1)",23,79.38,2,73.9130434782608,10,18.66,7,80,213,1491.29,3,80.7511737089201,3
23610,exorbitante,0.05,<ex<(orbite)>ant/ent>,"(1, 1, 1)",23,79.38,2,91.3043478260869,3,10.22,6,66.6666666666666,522,3302.43999999999,7,84.2911877394636,3
23611,exorbités,0.36,<ex<(orbite)>[VB]>,"(1, 1, 1)",23,79.38,2,69.5652173913043,3,10.22,6,33.3333333333333,1600,25208.9699999999,2,64.375,3
23698,exportation,0.76,<ex<(porter)>ion>,"(1, 1, 1)",23,79.38,2,56.5217391304347,24,892.509999999999,6,79.1666666666666,766,3498.54,3,65.2741514360313,3
23708,exposition,12.36,<ex<(poser)>ion>,"(1, 1, 1)",23,79.38,2,4.34782608695652,24,427.529999999999,5,20.8333333333333,766,3498.54,3,9.39947780678851,3
23725,exproprié,0.11,<ex<(propri)>[VB]>,"(1, 1, 1)",23,79.38,2,78.2608695652173,3,60.08,6,66.6666666666666,1600,25208.9699999999,2,74.8125,3
23726,expulse,9.23,<ex<(puls)>[VB]>,"(1, 1, 1)",23,79.38,2,13.0434782608695,10,39.43,4,10,1600,25208.9699999999,2,19.125,3
23731,expulsion,2.51,<ex<(puls)>ion>,"(1, 1, 1)",23,79.38,2,26.0869565217391,10,39.43,4,40,766,3498.54,3,36.2924281984334,3
23732,expurgeait,0.11,<ex<(purge)>[VB]>,"(1, 1, 1)",23,79.38,2,78.2608695652173,5,7.92,5,80,1600,25208.9699999999,2,74.8125,3
23743,exténué,1.07,<ex<(ténu)>[VB]>,"(1, 1, 1)",23,79.38,2,47.8260869565217,4,5.1,4,50,1600,25208.9699999999,2,50.3125,3
23761,extraction,1.79,<ex<(traire)>ion>,"(1, 1, 1)",23,79.38,2,34.7826086956521,5,21.52,6,80,766,3498.54,3,44.3864229765013,3
23767,extraordinairement,0.46,<extra<(ordinaire)>ment>,"(1, 1, 1)",4,30.27,5,25,2,30.05,9,50,919,5042.80999999999,4,56.8008705114254,3
25992,hémiplégique,0.01,<hémi<(plég)>ique>,"(1, 1, 1)",3,1,4,66.6666666666666,1,0.01,4,0,281,852.449999999999,4,89.6797153024911,3
26224,hypothermie,0.8,<hypo<(thermo)>ie>,"(1, 1, 1)",3,10.42,4,33.3333333333333,7,5.81,6,42.8571428571428,59,435.78,2,74.5762711864406,3
26227,hypothétique,0.65,<hypo<(thèse)>ique>,"(1, 1, 1)",3,10.42,4,66.6666666666666,3,20.2999999999999,5,66.6666666666666,281,852.449999999999,4,59.4306049822064,3
26261,ignominieuse,0.13,<in<(nom)>eux>,"(1, 1, 1)",427,1478.96,2,83.1381733021077,13,666,3,84.6153846153846,271,1027.7,3,74.1697416974169,3
26284,illégalement,1.87,<in<(légal)>ment>,"(1, 1, 1)",427,1478.96,2,30.2107728337236,5,45.03,5,80,919,5042.80999999999,4,27.638737758433,3
26288,illettrés,0.37,<in<(lettre)>[VB]>,"(1, 1, 1)",427,1478.96,2,70.4918032786885,4,157.67,6,25,1600,25208.9699999999,2,64.25,3
26290,illimité,2.12,<in<(limite)>[VB]>,"(1, 1, 1)",427,1478.96,2,26.9320843091334,5,48.5,6,40,1600,25208.9699999999,2,39.125,3
26292,illisible,0.82,<in<(lire)>able>,"(1, 1, 1)",427,1478.96,2,50.1170960187353,5,249.02,4,80,313,1042.69,4,51.4376996805111,3
26298,illumination,1.89,<in<(lumière)>ion>,"(1, 1, 1)",427,1478.96,2,29.9765807962529,6,152.109999999999,7,50,766,3498.54,3,43.4725848563968,3
26346,imbattable,1.86,<in<(battre)>able>,"(1, 1, 1)",427,1478.96,2,30.4449648711943,12,253.13,6,75,313,1042.69,4,31.3099041533546,3
26369,immatériel,0.4,<in<(matière)>el>,"(1, 1, 1)",427,1478.96,2,67.9156908665105,8,52.7399999999999,7,50,153,1103.39999999999,2,63.3986928104575,3
26371,immatriculation,4.13,<in<(matricule)>ion>,"(1, 1, 1)",427,1478.96,2,15.2224824355971,2,7.27999999999999,9,0,766,3498.54,3,25.4569190600522,3
26374,immémorial,0.02,<in<(mémoire)>al>,"(1, 1, 1)",427,1478.96,2,90.8665105386416,7,66.29,7,85.7142857142857,200,1125.04,2,90.5,3
26383,immigrants,1.09,<in<(migrer)>ant/ent>,"(1, 1, 1)",427,1478.96,2,43.0913348946135,7,11.79,6,42.8571428571428,522,3302.43999999999,7,44.6360153256705,3
26384,immigration,4.91,<in<(migrer)>ion>,"(1, 1, 1)",427,1478.96,2,12.8805620608899,7,11.79,6,0,766,3498.54,3,21.5404699738903,3
26392,immobilisa,3.51,<in<(mobile)>is[VB]>,"(1, 1, 1)",427,1478.96,2,18.2669789227166,12,37.5999999999999,6,25,126,424.71,5,13.4920634920634,3
26409,immoralisme,0,<in<(moral)>isme>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,9,50.9599999999999,5,88.8888888888888,91,100.85,4,91.2087912087912,3
26410,immoralité,0.67,<in<(moral)>ité>,"(1, 1, 1)",427,1478.96,2,54.0983606557377,9,50.9599999999999,5,55.5555555555555,334,1491.88,3,58.3832335329341,3
26412,immortel,7.26,<in<(mort)>el>,"(1, 1, 1)",427,1478.96,2,6.3231850117096,8,1085,4,25,153,1103.39999999999,2,16.9934640522875,3
26415,immuable,1.64,<in<(mouvoir)>able>,"(1, 1, 1)",427,1478.96,2,34.1920374707259,5,44.58,7,40,313,1042.69,4,34.8242811501597,3
26422,impalpable,0.6,<in<(palper)>able>,"(1, 1, 1)",427,1478.96,2,57.6112412177985,4,2.48,6,25,313,1042.69,4,58.4664536741214,3
26424,impardonnable,2.46,<in<(pardon)>able>,"(1, 1, 1)",427,1478.96,2,24.8243559718969,3,402.729999999999,6,66.6666666666666,313,1042.69,4,24.9201277955271,3
26431,impatiemment,0.79,<in<(patient)>ment>,"(1, 1, 1)",427,1478.96,2,50.5854800936768,8,142.75,7,75,919,5042.80999999999,4,46.4635473340587,3
26432,impatience,7.59,<in<(patient)>nce>,"(1, 1, 1)",427,1478.96,2,5.85480093676815,8,142.75,7,50,213,1491.29,3,20.18779342723,3
26434,impatienta,0.19,<in<(patient)>[VB]>,"(1, 1, 1)",427,1478.96,2,78.4543325526932,8,142.75,7,87.5,1600,25208.9699999999,2,69.8125,3
26442,impénétrable,3.08,<in<(pénétr)>able>,"(1, 1, 1)",427,1478.96,2,20.6088992974238,1,3.08,6,0,313,1042.69,4,21.0862619808306,3
26444,impensable,2.91,<in<(penser)>able>,"(1, 1, 1)",427,1478.96,2,21.7798594847775,7,1549.17,6,42.8571428571428,313,1042.69,4,21.7252396166134,3
26446,imperceptible,0.61,<in<(percevoir)>able>,"(1, 1, 1)",427,1478.96,2,56.4402810304449,9,44.7399999999999,9,55.5555555555555,313,1042.69,4,57.1884984025559,3
26449,imperfections,0.66,<in<(parfait)>ion>,"(1, 1, 1)",427,1478.96,2,54.5667447306791,10,182.27,7,50,766,3498.54,3,67.7545691906005,3
26456,impérissable,0.09,<in<(périr)>able>,"(1, 1, 1)",427,1478.96,2,85.4800936768149,5,8.88999999999999,5,60,313,1042.69,4,84.3450479233226,3
26457,imperméable,2.62,<in<(permé)>able>,"(1, 1, 1)",427,1478.96,2,24.1217798594847,2,2.81,5,0,313,1042.69,4,24.2811501597444,3
26459,impersonnel,0.86,<in<(personne)>el>,"(1, 1, 1)",427,1478.96,2,48.9461358313817,8,1026.06,8,75,153,1103.39999999999,2,55.5555555555555,3
26462,impertinence,0.48,<in<(pertinent)>nce>,"(1, 1, 1)",427,1478.96,2,62.9976580796252,3,1.83,9,66.6666666666666,213,1491.29,3,68.5446009389671,3
26464,imperturbable,0.15,<in<(perturber)>able>,"(1, 1, 1)",427,1478.96,2,81.0304449648712,6,15.3799999999999,9,33.3333333333333,313,1042.69,4,79.8722044728434,3
26468,impitoyable,5.34,<in<(pitié)>able>,"(1, 1, 1)",427,1478.96,2,10.0702576112412,4,83.48,5,25,313,1042.69,4,12.4600638977635,3
26472,implacable,1.77,<in<(plaque)>able>,"(1, 1, 1)",427,1478.96,2,31.615925058548,4,2.17999999999999,6,0,313,1042.69,4,32.2683706070287,3
26473,implacables,0.24,<in<(plaque)>bles>,"(1, 1, 1)",427,1478.96,2,76.3466042154566,4,2.17999999999999,6,25,2,0.77,4,50,3
26475,implanté,2.4,<in<(plante)>[VB]>,"(1, 1, 1)",427,1478.96,2,25.2927400468384,5,12.3,6,40,1600,25208.9699999999,2,37.5625,3
26497,implosives,0.01,<in<(plos)>if>,"(1, 1, 1)",427,1478.96,2,93.2084309133489,1,0.01,4,0,168,409.409999999999,2,88.095238095238,3
26501,impolitesse,1,<in<(polir)>esse>,"(1, 1, 1)",427,1478.96,2,44.7306791569086,3,5.23,5,33.3333333333333,39,279.86,4,69.2307692307692,3
26510,importation,1.23,<in<(porter)>ion>,"(1, 1, 1)",427,1478.96,2,39.8126463700234,24,892.509999999999,6,66.6666666666666,766,3498.54,3,54.308093994778,3
26520,imposant,1.78,<in<(poser)>ant/ent>,"(1, 1, 1)",427,1478.96,2,31.1475409836065,24,427.529999999999,5,33.3333333333333,522,3302.43999999999,7,36.015325670498,3
26529,impossibilité,0.94,<in<(possible)>ité>,"(1, 1, 1)",427,1478.96,2,46.135831381733,5,403.26,8,80,334,1491.88,3,48.502994011976,3
26535,imprescriptibles,0.01,<in<(prescrire)>able>,"(1, 1, 1)",427,1478.96,2,93.2084309133489,3,9.39,9,66.6666666666666,313,1042.69,4,91.3738019169329,3
26544,imprenable,0.74,<in<(prendre)>able>,"(1, 1, 1)",427,1478.96,2,52.2248243559719,9,2034.35,7,88.8888888888888,313,1042.69,4,53.9936102236421,3
26570,impromptu,0.28,<in<(prompt)>u>,"(1, 1, 1)",427,1478.96,2,73.7704918032786,4,2.88,6,50,14,21.57,1,78.5714285714285,3
26579,imprudence,2.04,<in<(prud)>nce>,"(1, 1, 1)",427,1478.96,2,28.1030444964871,7,52.87,4,57.1428571428571,213,1491.29,3,40.37558685446,3
26581,imprudent,4.36,<in<(prud)>ant/ent>,"(1, 1, 1)",427,1478.96,2,14.2857142857142,7,52.87,4,28.5714285714285,522,3302.43999999999,7,20.3065134099616,3
26584,impudence,1.27,<in<(pudeur)>nce>,"(1, 1, 1)",427,1478.96,2,39.3442622950819,7,8.43,6,14.2857142857142,213,1491.29,3,52.5821596244131,3
26585,impudente,0.3,<in<(pudeur)>ant/ent>,"(1, 1, 1)",427,1478.96,2,73.0679156908665,7,8.43,6,57.1428571428571,522,3302.43999999999,7,66.8582375478927,3
26586,impudeur,0.25,<in<(pudeur)>eur>,"(1, 1, 1)",427,1478.96,2,75.8782201405152,7,8.43,6,71.4285714285714,501,2127.06,3,70.0598802395209,3
26587,impudique,0.63,<in<(pudeur)>ique>,"(1, 1, 1)",427,1478.96,2,55.9718969555035,7,8.43,6,42.8571428571428,281,852.449999999999,4,61.5658362989323,3
26588,impuissance,2.5,<in<(pouvoir)>nce>,"(1, 1, 1)",427,1478.96,2,24.5901639344262,7,4947.27,7,71.4285714285714,213,1491.29,3,36.6197183098591,3
26589,impuissant,8.52,<in<(pouvoir)>ant/ent>,"(1, 1, 1)",427,1478.96,2,4.68384074941452,7,4947.27,7,42.8571428571428,522,3302.43999999999,7,12.4521072796934,3
26592,impulsif,2.29,<in<(puls)>if>,"(1, 1, 1)",427,1478.96,2,25.9953161592505,10,39.43,4,50,168,409.409999999999,2,29.1666666666666,3
26593,impulsion,4.59,<in<(puls)>ion>,"(1, 1, 1)",427,1478.96,2,14.0515222482435,10,39.43,4,20,766,3498.54,3,22.8459530026109,3
26597,impubliables,0,<in<(publi)>able>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,2,2.62,5,50,313,1042.69,4,95.5271565495207,3
26598,impunément,1.9,<in<(pun)>ément>,"(1, 1, 1)",427,1478.96,2,29.7423887587822,3,3.1,3,0,28,105.3,5,39.2857142857142,3
26599,impunité,0.93,<in<(pun)>ité>,"(1, 1, 1)",427,1478.96,2,46.3700234192037,3,3.1,3,33.3333333333333,334,1491.88,3,49.1017964071856,3
26601,impureté,0.41,<in<(pur)>ité>,"(1, 1, 1)",427,1478.96,2,67.447306791569,10,77.95,3,70,334,1491.88,3,68.8622754491018,3
26606,imputrescible,0,<in<(pourrir)>able>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,5,150.2,7,80,313,1042.69,4,95.5271565495207,3
26607,inacceptable,3.75,<in<(accepter)>able>,"(1, 1, 1)",427,1478.96,2,15.9250585480093,4,170.32,8,25,313,1042.69,4,16.9329073482428,3
26608,inaccessible,2.73999999999999,<in<(accès)>able>,"(1, 1, 1)",427,1478.96,2,23.1850117096018,5,42.63,5,40,313,1042.69,4,22.3642172523961,3
26612,inaction,0.12,<in<(acte)>ion>,"(1, 1, 1)",427,1478.96,2,84.5433255269321,23,301.26,4,91.3043478260869,766,3498.54,3,88.3812010443864,3
26613,inadaptation,0.05,<in<(adapter)>ion>,"(1, 1, 1)",427,1478.96,2,86.8852459016393,3,14.49,7,66.6666666666666,766,3498.54,3,91.77545691906,3
26614,inadmissible,2.24,<in<(admettre)>able>,"(1, 1, 1)",427,1478.96,2,26.2295081967213,3,53.48,8,66.6666666666666,313,1042.69,4,25.8785942492012,3
26615,inadvertance,0.58,<in<(avertir)>nce>,"(1, 1, 1)",427,1478.96,2,58.07962529274,4,40.3,7,50,213,1491.29,3,64.7887323943662,3
26616,inaltérable,0.47,<in<(altérer)>able>,"(1, 1, 1)",427,1478.96,2,64.6370023419203,2,2.49,7,50,313,1042.69,4,62.6198083067092,3
26623,inaptitude,0.29,<in<(apte)>ude>,"(1, 1, 1)",427,1478.96,2,73.3021077283372,4,7.26,4,75,26,70.7599999999999,3,69.2307692307692,3
26624,inarticulé,0.13,<in<(articuler)>[VB]>,"(1, 1, 1)",427,1478.96,2,83.1381733021077,4,2.98,9,75,1600,25208.9699999999,2,73.375,3
26627,inassouvissables,0,<in<(assouvir)>able>,"(1, 1, 1)",427,1478.96,2,95.0819672131147,3,1.46,8,66.6666666666666,313,1042.69,4,95.5271565495207,3
26628,inattaquable,0.48,<in<(attaque)>able>,"(1, 1, 1)",427,1478.96,2,63.231850117096,4,157.689999999999,7,75,313,1042.69,4,62.3003194888178,3
26634,inaudible,5.34,<in<(audio)>able>,"(1, 1, 1)",427,1478.96,2,10.0702576112412,9,39.35,5,22.2222222222222,313,1042.69,4,12.4600638977635,3
26639,inavouable,1.28,<in<(avouer)>able>,"(1, 1, 1)",427,1478.96,2,39.1100702576112,2,62.16,6,50,313,1042.69,4,40.2555910543131,3
26642,incalculable,0.77,<in<(calcul)>able>,"(1, 1, 1)",427,1478.96,2,51.2880562060889,4,23.3699999999999,6,50,313,1042.69,4,53.035143769968,3
26652,incarnaient,3.71999999999999,<in<(carni)>[VB]>,"(1, 1, 1)",427,1478.96,2,16.3934426229508,8,13.1299999999999,5,12.5,1600,25208.9699999999,2,31.8749999999999,3
26655,incarnation,0.96,<in<(carni)>ion>,"(1, 1, 1)",427,1478.96,2,45.9016393442622,8,13.1299999999999,5,37.5,766,3498.54,3,60.443864229765,3
26659,incassable,0.8,<in<(casser)>able>,"(1, 1, 1)",427,1478.96,2,50.351288056206,9,197.47,6,33.3333333333333,313,1042.69,4,51.7571884984025,3
26670,incertain,4.24,<in<(certes)>ain>,"(1, 1, 1)",427,1478.96,2,14.519906323185,7,358.22,6,71.4285714285714,31,805.679999999999,3,45.1612903225806,3
26674,incertitude,2.52,<in<(certes)>ude>,"(1, 1, 1)",427,1478.96,2,24.3559718969555,7,358.22,6,85.7142857142857,26,70.7599999999999,3,23.076923076923,3
